aa99f9b7fe9fe9c921bc2f963cb22121,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 3000),
	_asin.brand == 'sony',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is the tonal balance of these headphones?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is the tonal balance of these headphones?"",2)
)
"
B00004SABB,question,c68a6cc477b67ae54dbe15fc19b1e2fc
c68a6cc477b67ae54dbe15fc19b1e2fc,text,For bushnell brand binocular weighing maximum 1 kilograms having minimum 5K reviews how is the time?
c68a6cc477b67ae54dbe15fc19b1e2fc,query,"search(
	bm25_match(_asin.title==_title,'binocular',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 5000),
	_asin.brand == 'bushnell',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 1),
	_asin.item_weight_units == 'kilograms',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the time?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the time?"",2)
)
"
B00004SABB,question,c68a6cc477b67ae54dbe15fc19b1e2fc
c68a6cc477b67ae54dbe15fc19b1e2fc,text,How is the time for black binocular weighing maximum 1 kilograms?
c68a6cc477b67ae54dbe15fc19b1e2fc,query,"search(
	bm25_match(_asin.title==_title,'binocular',80),
	_asin.color == 'black',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 1),
	_asin.item_weight_units == 'kilograms',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the time?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the time?"",2)
)
"
B00004SB92,question,77d741747b1d0d370bd4679357f0d790
77d741747b1d0d370bd4679357f0d790,text,For router at around 70 dollars weighing maximum 2 pounds having minimum 1K reviews that is not discontinued is documentation clear?
77d741747b1d0d370bd4679357f0d790,query,"search(
	bm25_match(_asin.title==_title,'router',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 70) < 10),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 1000),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'pounds',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""is documentation clear?"",5),
        neural_extract(_answers, _review.text == _review_text,""is documentation clear?"",2)
)
"
B00004SB92,question,bcb9e645f3002696b25ccab4b861bcf0
bcb9e645f3002696b25ccab4b861bcf0,text,For router model number befsr41 at around 70 dollars weighing maximum 2 pounds how were the instructions?
bcb9e645f3002696b25ccab4b861bcf0,query,"search(
	bm25_match(_asin.title==_title,'router',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 70) < 10),
	_asin.item_model_number == 'befsr41',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'pounds',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how were the instructions?"",5),
        neural_extract(_answers, _review.text == _review_text,""how were the instructions?"",2)
)
"
B00004T8R2,question,2d9254f96e93f576678c3a912dc9c800
2d9254f96e93f576678c3a912dc9c800,text,How is the sound for headphones with batteries weighing maximum 2 ounces having minimum 27K reviews?
2d9254f96e93f576678c3a912dc9c800,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 27000),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'ounces',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the sound?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the sound?"",2)
)
"
B00004T8R2,question,f497772c75785f0c933e8bf71249d90d
f497772c75785f0c933e8bf71249d90d,text,How is the headphone for panasonic brand headphones at around 7 dollars with batteries weighing maximum 2 ounces?
f497772c75785f0c933e8bf71249d90d,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 7) < 10),
	_asin.brand == 'panasonic',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'ounces',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the headphone?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the headphone?"",2)
)
"
B00004ZCJE,question,0805b01467be720ec830970939772965
0805b01467be720ec830970939772965,text,Can you filter for tiffen brand uv protection filter at around 4 dollars that is not discontinued?
0805b01467be720ec830970939772965,query,"search(
	bm25_match(_asin.title==_title,'uv protection filter',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 4) < 10),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.brand == 'tiffen',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""can you filter?"",5),
        neural_extract(_answers, _review.text == _review_text,""can you filter?"",2)
)
"
B000062VUO,question,6521176a0cf9742c793c6c2a348eb3a6
6521176a0cf9742c793c6c2a348eb3a6,text,For speaker model number fba_90524082714 having minimum 8K reviews what is the bass provide?
6521176a0cf9742c793c6c2a348eb3a6,query,"search(
	bm25_match(_asin.title==_title,'speaker',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 8000),
	_asin.item_model_number == 'fba_90524082714',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is the bass provide?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is the bass provide?"",2)
)
"
B000062VUO,question,76fc853db516808cabe9fa2d8a579f19
76fc853db516808cabe9fa2d8a579f19,text,For speaker at around 180 dollars with batteries weighing maximum 3 pounds having minimum 8K reviews how is the speaker clear?
76fc853db516808cabe9fa2d8a579f19,query,"search(
	bm25_match(_asin.title==_title,'speaker',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 180) < 10),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 8000),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 3),
	_asin.item_weight_units == 'pounds',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the speaker clear?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the speaker clear?"",2)
)
"
B000062VUO,question,6521176a0cf9742c793c6c2a348eb3a6
6521176a0cf9742c793c6c2a348eb3a6,text,For speaker at around 180 dollars with batteries weighing maximum 3 pounds what is the bass provide?
6521176a0cf9742c793c6c2a348eb3a6,query,"search(
	bm25_match(_asin.title==_title,'speaker',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 180) < 10),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 3),
	_asin.item_weight_units == 'pounds',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is the bass provide?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is the bass provide?"",2)
)
"
B000065BP9,question,12807b3c01a5bcbc730a444e8b02ea90
12807b3c01a5bcbc730a444e8b02ea90,text,How is the headphone for sennheiser pro audio brand headphones weighing maximum 5 ounces?
12807b3c01a5bcbc730a444e8b02ea90,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.brand == 'sennheiser pro audio',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the headphone?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the headphone?"",2)
)
"
B000065BP9,question,afd1e18b09613c4a4ddb5f17700a117f
afd1e18b09613c4a4ddb5f17700a117f,text,How was the padding for headphones at around 40 dollars weighing maximum 5 ounces that is discontinued?
afd1e18b09613c4a4ddb5f17700a117f,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 40) < 10),
	_asin.is_discontinued_by_manufacturer == 'yes',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how was the padding?"",5),
        neural_extract(_answers, _review.text == _review_text,""how was the padding?"",2)
)
"
B000065BP9,question,8b88ce19306a1b21600dfbdc6642b800
8b88ce19306a1b21600dfbdc6642b800,text,How about the quality for headphones weighing maximum 5 ounces having minimum 1K reviews?
8b88ce19306a1b21600dfbdc6642b800,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 1000),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how about the quality?"",5),
        neural_extract(_answers, _review.text == _review_text,""how about the quality?"",2)
)
"
B000065BP9,question,5bb8f04794349588784829d6a756de94
5bb8f04794349588784829d6a756de94,text,For headphones with at least 4 stars having minimum 1K reviews how is the quality on the audio?
5bb8f04794349588784829d6a756de94,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 1000),
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the quality on the audio?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the quality on the audio?"",2)
)
"
B000065BP9,question,956576c2872a8160c52b2afa620b8d69
956576c2872a8160c52b2afa620b8d69,text,Was the mountain high for headphones model number hd 202 weighing maximum 5 ounces that is discontinued?
956576c2872a8160c52b2afa620b8d69,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.is_discontinued_by_manufacturer == 'yes',
	_asin.item_model_number == 'hd 202',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""was the mountain high?"",5),
        neural_extract(_answers, _review.text == _review_text,""was the mountain high?"",2)
)
"
B000065BPB,question,6f802c5e18241c06e95948c45b1d7d35
6f802c5e18241c06e95948c45b1d7d35,text,For headphones model number hd280pro with batteries how is the base?
6f802c5e18241c06e95948c45b1d7d35,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.item_model_number == 'hd280pro',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the base?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the base?"",2)
)
"
B00006B7DA,question,fa240d70d09c26d667c57b68298eca86
fa240d70d09c26d667c57b68298eca86,text,For hub with at least 4 stars having minimum 100 reviews how was the power supply?
fa240d70d09c26d667c57b68298eca86,query,"search(
	bm25_match(_asin.title==_title,'hub',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 100),
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how was the power supply?"",5),
        neural_extract(_answers, _review.text == _review_text,""how was the power supply?"",2)
)
"
B00006B7DA,question,c7216c47768ac9095fe49a48e82cf26e
c7216c47768ac9095fe49a48e82cf26e,text,For d-link brand hub with at least 4 stars having minimum 100 reviews how is the thing?
c7216c47768ac9095fe49a48e82cf26e,query,"search(
	bm25_match(_asin.title==_title,'hub',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 100),
	_asin.brand == 'd-link',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the thing?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the thing?"",2)
)
"
B00007056H,question,669e585dff0b83a02968ee2b327f1273
669e585dff0b83a02968ee2b327f1273,text,For koss brand headphones model number ktxpro1 having minimum 3K reviews what is the quality of the pair?
669e585dff0b83a02968ee2b327f1273,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 3000),
	_asin.brand == 'koss',
	_asin.item_model_number == 'ktxpro1',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is the quality of the pair?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is the quality of the pair?"",2)
)
"
B00007E7C8,question,2aa72fbd8fb79235bfe76a4178e811c9
2aa72fbd8fb79235bfe76a4178e811c9,text,For audio-technica brand headphones model number ath-m30 weighing maximum 2 pounds having minimum 2K reviews how was the headphone?
2aa72fbd8fb79235bfe76a4178e811c9,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 2000),
	_asin.brand == 'audio-technica',
	_asin.item_model_number == 'ath-m30',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'pounds',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how was the headphone?"",5),
        neural_extract(_answers, _review.text == _review_text,""how was the headphone?"",2)
)
"
B00007E7C8,question,0746c7f038849692126f68200e714cbd
0746c7f038849692126f68200e714cbd,text,For headphones model number ath-m30 weighing maximum 2 pounds having minimum 2K reviews does this headphone excellent?
0746c7f038849692126f68200e714cbd,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 2000),
	_asin.item_model_number == 'ath-m30',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'pounds',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""does this headphone excellent?"",5),
        neural_extract(_answers, _review.text == _review_text,""does this headphone excellent?"",2)
)
"
B00007E7C8,question,266a28b4fa33cb9ca067cb524b859e67
266a28b4fa33cb9ca067cb524b859e67,text,How is the headphone for audio-technica brand headphones at around 40 dollars?
266a28b4fa33cb9ca067cb524b859e67,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 40) < 10),
	_asin.brand == 'audio-technica',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the headphone?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the headphone?"",2)
)
"
B00007E7C8,question,82834594aa1b9fd0c5fb4ac88a6456b6
82834594aa1b9fd0c5fb4ac88a6456b6,text,For headphones at around 40 dollars weighing maximum 2 pounds is the cord safe to grab the transformer?
82834594aa1b9fd0c5fb4ac88a6456b6,query,"search(
	bm25_match(_asin.title==_title,'headphones',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 40) < 10),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 2),
	_asin.item_weight_units == 'pounds',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""is the cord safe to grab the transformer?"",5),
        neural_extract(_answers, _review.text == _review_text,""is the cord safe to grab the transformer?"",2)
)
"
B00007E7JU,question,9979e18aede2f78bf1ffaedd63729fc0
9979e18aede2f78bf1ffaedd63729fc0,text,How is the detail for camera lens at around 120 dollars with batteries weighing maximum 5 ounces?
9979e18aede2f78bf1ffaedd63729fc0,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 120) < 10),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the detail?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the detail?"",2)
)
"
B00007E7JU,question,907ffad0952f0418ad8a86f9baa297c3
907ffad0952f0418ad8a86f9baa297c3,text,How is result for canon brand camera lens weighing maximum 5 ounces with at least 4 stars?
907ffad0952f0418ad8a86f9baa297c3,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.brand == 'canon',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is result?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is result?"",2)
)
"
B00007E7JU,question,3c68870e8bf7a8e116f8795e763d9ecc
3c68870e8bf7a8e116f8795e763d9ecc,text,Was prompt the delivery for camera lens at around 120 dollars weighing maximum 5 ounces having minimum 5K reviews?
3c68870e8bf7a8e116f8795e763d9ecc,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 120) < 10),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 5000),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""was prompt the delivery?"",5),
        neural_extract(_answers, _review.text == _review_text,""was prompt the delivery?"",2)
)
"
B00007E7JU,question,75e54953e1363fd9334876197aa7ed66
75e54953e1363fd9334876197aa7ed66,text,For camera lens model number 2514a002 with batteries weighing maximum 5 ounces that is not discontinued what is result?
75e54953e1363fd9334876197aa7ed66,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.item_model_number == '2514a002',
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is result?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is result?"",2)
)
"
B00007E7JU,question,0efeb22d23165556d8ce9c12fee99e01
0efeb22d23165556d8ce9c12fee99e01,text,How is the field for canon brand camera lens with at least 4 stars that is not discontinued?
0efeb22d23165556d8ce9c12fee99e01,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.brand == 'canon',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the field?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the field?"",2)
)
"
B00007E7JU,question,18d0d070901ddd4e22c0962b86d48b78
18d0d070901ddd4e22c0962b86d48b78,text,For camera lens model number 2514a002 at around 120 dollars that is not discontinued how are both sides with respect to the angle?
18d0d070901ddd4e22c0962b86d48b78,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 120) < 10),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.item_model_number == '2514a002',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how are both sides with respect to the angle?"",5),
        neural_extract(_answers, _review.text == _review_text,""how are both sides with respect to the angle?"",2)
)
"
B00007E7JU,question,75e54953e1363fd9334876197aa7ed66
75e54953e1363fd9334876197aa7ed66,text,What is result for camera lens with batteries that is not discontinued?
75e54953e1363fd9334876197aa7ed66,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what is result?"",5),
        neural_extract(_answers, _review.text == _review_text,""what is result?"",2)
)
"
B00007E7JU,question,caa8728f43fb6b427de1ddbbe3b72ccc
caa8728f43fb6b427de1ddbbe3b72ccc,text,Does the optics good for camera lens at around 120 dollars weighing maximum 5 ounces?
caa8728f43fb6b427de1ddbbe3b72ccc,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 120) < 10),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""does the optics good?"",5),
        neural_extract(_answers, _review.text == _review_text,""does the optics good?"",2)
)
"
B00007E7JU,question,b372ef33ac7cbda7145ce044ffb13bef
b372ef33ac7cbda7145ce044ffb13bef,text,For camera lens model number 2514a002 at around 120 dollars with at least 4 stars are the images of very good quality?
b372ef33ac7cbda7145ce044ffb13bef,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.price == _price, op_filter(lambda e: abs(e['?price'] - 120) < 10),
	_asin.item_model_number == '2514a002',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""are the images of very good quality?"",5),
        neural_extract(_answers, _review.text == _review_text,""are the images of very good quality?"",2)
)
"
B00007E7JU,question,b0925f4cd59ae90400b804883a245bd1
b0925f4cd59ae90400b804883a245bd1,text,How is the auto focus for camera lens with batteries weighing maximum 5 ounces with at least 4 stars having minimum 5K reviews?
b0925f4cd59ae90400b804883a245bd1,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 5000),
	_asin.item_weight == _item_weight, op_filter(lambda e: e['?item_weight'] <= 5),
	_asin.item_weight_units == 'ounces',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""how is the auto focus?"",5),
        neural_extract(_answers, _review.text == _review_text,""how is the auto focus?"",2)
)
"
B00007E7JU,question,a93b18abb223549010a8e676cfb2ffb0
a93b18abb223549010a8e676cfb2ffb0,text,For camera lens with batteries with at least 4 stars having minimum 5K reviews that is not discontinued what does it tell us about the color?
a93b18abb223549010a8e676cfb2ffb0,query,"search(
	bm25_match(_asin.title==_title,'camera lens',80),
	_asin.total_reviews == _total_reviews, op_filter(lambda e: e['?total_reviews'] >= 5000),
	_asin.is_discontinued_by_manufacturer == 'no',
	_asin.stars == _stars, op_filter(lambda e: e['?stars'] >= 4),
	_asin.batteries == _batteries,
        _asin.review == _review, 
        neural_match(_review.text == _review_text,""what does it tell us about the color?"",5),
        neural_extract(_answers, _review.text == _review_text,""what does it tell us about the color?"",2)
)
"
